idpk,CIK,year,AnnualReportLink,QuarterlyReportLinkQ1,QuarterlyReportLinkQ2,QuarterlyReportLinkQ3,QuarterlyReportLinkQ4
3734,1627475,2024,https://www.sec.gov/Archives/edgar/data/1627475/000162747525000011/upwk-20241231.htm,https://www.sec.gov/Archives/edgar/data/1627475/000162747524000022/upwk-20240331.htm,https://www.sec.gov/Archives/edgar/data/1627475/000162747524000034/upwk-20240630.htm,https://www.sec.gov/Archives/edgar/data/1627475/000162747524000043/upwk-20240930.htm,
3526,731012,2024,https://www.sec.gov/Archives/edgar/data/731012/000073101225000032/hcsg-20241231.htm,https://www.sec.gov/Archives/edgar/data/731012/000073101224000065/hcsg-20240331.htm,https://www.sec.gov/Archives/edgar/data/731012/000073101224000114/hcsg-20240630.htm,https://www.sec.gov/Archives/edgar/data/731012/000073101224000142/hcsg-20240930.htm,
185,916789,2024,https://www.sec.gov/Archives/edgar/data/916789/000091678924000015/hele-20240229.htm,,https://www.sec.gov/Archives/edgar/data/916789/000091678924000030/hele-20240531.htm,https://www.sec.gov/Archives/edgar/data/916789/000091678924000037/hele-20240831.htm,https://www.sec.gov/Archives/edgar/data/916789/000091678925000004/hele-20241130.htm
625,1746473,2024,https://www.sec.gov/Archives/edgar/data/1746473/000174647325000054/plrx-20241231.htm,https://www.sec.gov/Archives/edgar/data/1746473/000174647324000076/plrx-20240331.htm,https://www.sec.gov/Archives/edgar/data/1746473/000174647324000145/plrx-20240630.htm,https://www.sec.gov/Archives/edgar/data/1746473/000174647324000171/plrx-20240930.htm,
5093,1806201,2024,https://www.sec.gov/Archives/edgar/data/1806201/000180620125000033/lpro-20241231.htm,https://www.sec.gov/Archives/edgar/data/1806201/000180620124000097/lpro-20240331.htm,https://www.sec.gov/Archives/edgar/data/1806201/000180620124000123/lpro-20240630.htm,https://www.sec.gov/Archives/edgar/data/1806201/000180620124000145/lpro-20240930.htm,
5256,1300514,2024,https://www.sec.gov/Archives/edgar/data/1300514/000130051425000040/lvs-20241231.htm,https://www.sec.gov/Archives/edgar/data/1300514/000130051424000070/lvs-20240331.htm,https://www.sec.gov/Archives/edgar/data/1300514/000130051424000123/lvs-20240630.htm,https://www.sec.gov/Archives/edgar/data/1300514/000130051424000136/lvs-20240930.htm,
2865,875729,2024,https://www.sec.gov/Archives/edgar/data/875729/000155335024000141/bion_10k-063024.htm,https://www.sec.gov/Archives/edgar/data/875729/000107997324000724/bion_10q-033124.htm,,https://www.sec.gov/Archives/edgar/data/875729/000107997324001553/bion_10q-093024.htm,https://www.sec.gov/Archives/edgar/data/875729/000107997325000234/bion_10q.htm
467,1424768,2024,https://www.sec.gov/Archives/edgar/data/1424768/000164117225004744/form10-k.htm,https://www.sec.gov/Archives/edgar/data/1424768/000149315224019658/form10-q.htm,https://www.sec.gov/Archives/edgar/data/1424768/000149315224031547/form10-q.htm,https://www.sec.gov/Archives/edgar/data/1424768/000149315224045025/form10-q.htm,
287,1328581,2024,https://www.sec.gov/Archives/edgar/data/1328581/000132858125000010/bcc-20241231.htm,https://www.sec.gov/Archives/edgar/data/1328581/000132858124000065/bcc-20240331.htm,https://www.sec.gov/Archives/edgar/data/1328581/000132858124000079/bcc-20240630.htm,https://www.sec.gov/Archives/edgar/data/1328581/000132858124000090/bcc-20240930.htm,
2234,1053352,2024,https://www.sec.gov/Archives/edgar/data/1053352/000155837025002516/htbk-20241231x10k.htm,https://www.sec.gov/Archives/edgar/data/1053352/000155837024007419/htbk-20240331x10q.htm,https://www.sec.gov/Archives/edgar/data/1053352/000155837024011622/htbk-20240630x10q.htm,https://www.sec.gov/Archives/edgar/data/1053352/000155837024015061/htbk-20240930x10q.htm,
4564,1845123,2024,https://www.sec.gov/Archives/edgar/data/1845123/000121390025026222/ea0235515-10k_aleanna.htm,https://www.sec.gov/Archives/edgar/data/1845123/000119312524142919/d799749d10q.htm,https://www.sec.gov/Archives/edgar/data/1845123/000121390024073913/ea0212433-10q_swiftmerge.htm,https://www.sec.gov/Archives/edgar/data/1845123/000121390024097353/ea0220903-10q_swiftmerge.htm,
1718,1423689,2024,https://www.sec.gov/Archives/edgar/data/1423689/000142368925000007/agnc-20241231.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368924000039/agnc-20240331.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368924000058/agnc-20240630.htm,https://www.sec.gov/Archives/edgar/data/1423689/000142368924000076/agnc-20240930.htm,
1050,1138476,2024,https://www.sec.gov/Archives/edgar/data/1138476/000118518525000193/pacifichco10k123124.htm,https://www.sec.gov/Archives/edgar/data/1138476/000118518524000485/pacifichco20240331_10q.htm,https://www.sec.gov/Archives/edgar/data/1138476/000118518524000764/pacifichco20240630_10q.htm,https://www.sec.gov/Archives/edgar/data/1138476/000118518524001057/pacifichco20240930_10q.htm,
2028,1874315,2024,https://www.sec.gov/Archives/edgar/data/1874315/000162828025014951/satl-20241231.htm,,,,
2757,1041803,2024,https://www.sec.gov/Archives/edgar/data/1041803/000104180324000044/psmt-20240831.htm,https://www.sec.gov/Archives/edgar/data/1041803/000104180324000023/psmt-20240229.htm,https://www.sec.gov/Archives/edgar/data/1041803/000104180324000031/psmt-20240531.htm,,https://www.sec.gov/Archives/edgar/data/1041803/000104180325000007/psmt-20241130.htm
3577,1858007,2024,https://www.sec.gov/Archives/edgar/data/1858007/000121390024049138/ea0206260-10k_golden.htm,,https://www.sec.gov/Archives/edgar/data/1858007/000121390024068968/ea0210300-10q_golden.htm,https://www.sec.gov/Archives/edgar/data/1858007/000121390024098420/ea0220561-10q_golden.htm,https://www.sec.gov/Archives/edgar/data/1858007/000121390025014248/ea0230018-10q_goldenstone.htm
1189,1326200,2024,https://www.sec.gov/Archives/edgar/data/1326200/000155837025001309/gnk-20241231x10k.htm,https://www.sec.gov/Archives/edgar/data/1326200/000155837024007375/gnk-20240331x10q.htm,https://www.sec.gov/Archives/edgar/data/1326200/000155837024011391/gnk-20240630x10q.htm,https://www.sec.gov/Archives/edgar/data/1326200/000155837024014664/gnk-20240930x10q.htm,
3546,1639068,2024,https://www.sec.gov/Archives/edgar/data/1639068/000164117225008843/form10-k.htm,https://www.sec.gov/Archives/edgar/data/1639068/000149315224019679/form10-q.htm,https://www.sec.gov/Archives/edgar/data/1639068/000149315224033182/form10-q.htm,https://www.sec.gov/Archives/edgar/data/1639068/000149315224046885/form10-q.htm,
2029,1703625,2024,https://www.sec.gov/Archives/edgar/data/1703625/000119983524000315/blis-10k.htm,https://www.sec.gov/Archives/edgar/data/1703625/000119983524000125/blis-10q.htm,,https://www.sec.gov/Archives/edgar/data/1703625/000119983524000433/napc-10q.htm,https://www.sec.gov/Archives/edgar/data/1703625/000119983525000067/napc-10q.htm
5482,1444380,2024,https://www.sec.gov/Archives/edgar/data/1444380/000144438025000024/nvro-20241231.htm,https://www.sec.gov/Archives/edgar/data/1444380/000095017024054685/nvro-20240331.htm,https://www.sec.gov/Archives/edgar/data/1444380/000095017024091815/nvro-20240630.htm,https://www.sec.gov/Archives/edgar/data/1444380/000095017024124689/nvro-20240930.htm,
2087,1812360,2024,https://www.sec.gov/Archives/edgar/data/1812360/000164117225004858/form10-k.htm,https://www.sec.gov/Archives/edgar/data/1812360/000121390024057245/ea0208609-10q_foxotech.htm,https://www.sec.gov/Archives/edgar/data/1812360/000149315224032961/form10-q.htm,https://www.sec.gov/Archives/edgar/data/1812360/000149315224046738/form10-q.htm,
3640,1125345,2024,https://www.sec.gov/Archives/edgar/data/1125345/000112534525000042/mgnx-20241231.htm,https://www.sec.gov/Archives/edgar/data/1125345/000112534524000088/mgnx-20240331.htm,https://www.sec.gov/Archives/edgar/data/1125345/000112534524000148/mgnx-20240630.htm,https://www.sec.gov/Archives/edgar/data/1125345/000112534524000160/mgnx-20240930.htm,
3923,1822479,2024,https://www.sec.gov/Archives/edgar/data/1822479/000182247925000015/shc-20241231.htm,https://www.sec.gov/Archives/edgar/data/1822479/000182247924000020/shc-20240331.htm,https://www.sec.gov/Archives/edgar/data/1822479/000182247924000041/shc-20240630.htm,https://www.sec.gov/Archives/edgar/data/1822479/000182247924000049/shc-20240930.htm,
1081,1081938,2024,https://www.sec.gov/Archives/edgar/data/1081938/000165495425004122/canna_10k.htm,https://www.sec.gov/Archives/edgar/data/1081938/000168316824004460/cpmd_i10q-033124.htm,https://www.sec.gov/Archives/edgar/data/1081938/000168316824005699/cannapharmarx_i10q-063024.htm,https://www.sec.gov/Archives/edgar/data/1081938/000165495424014287/isdr_10q.htm,
4499,1015328,2024,https://www.sec.gov/Archives/edgar/data/1015328/000101532825000093/wtfc-20241231.htm,https://www.sec.gov/Archives/edgar/data/1015328/000101532824000143/wtfc-20240331.htm,https://www.sec.gov/Archives/edgar/data/1015328/000101532824000187/wtfc-20240630.htm,https://www.sec.gov/Archives/edgar/data/1015328/000101532824000253/wtfc-20240930.htm,
4651,1583648,2024,https://www.sec.gov/Archives/edgar/data/1583648/000095017025047212/pvla-20241231.htm,https://www.sec.gov/Archives/edgar/data/1583648/000143774924017037/pirs20240331_10q.htm,https://www.sec.gov/Archives/edgar/data/1583648/000143774924026778/pirs20240630_10q.htm,https://www.sec.gov/Archives/edgar/data/1583648/000143774924034891/pirs20240930_10q.htm,
4392,1037540,2024,https://www.sec.gov/Archives/edgar/data/1037540/000165642325000009/bxp-20241231.htm,https://www.sec.gov/Archives/edgar/data/1037540/000165642324000028/bxp-20240331.htm,https://www.sec.gov/Archives/edgar/data/1037540/000165642324000046/bxp-20240630.htm,https://www.sec.gov/Archives/edgar/data/1037540/000165642324000059/bxp-20240930.htm,
2212,72903,2024,https://www.sec.gov/Archives/edgar/data/72903/000007290325000029/xel-20241231.htm,https://www.sec.gov/Archives/edgar/data/72903/000007290324000096/xel-20240331.htm,https://www.sec.gov/Archives/edgar/data/72903/000007290324000172/xel-20240630.htm,https://www.sec.gov/Archives/edgar/data/72903/000007290324000199/xel-20240930.htm,
